Geneid,Control1,Control2,Control3,Disease1,Disease2,Disease3
ENSG00000207389.1,5,0,0,1,0,7
ENSG00000227684.3,8,4,6,4,3,9
ENSG00000290851.1,70,52,45,23,61,121
ENSG00000186715.12,0,0,0,0,0,0
ENSG00000223643.6,9,23,3,9,14,7
ENSG00000230239.1,26,29,15,8,40,61
ENSG00000263811.1,15,11,6,5,12,13
ENSG00000228549.5,198,130,189,75,206,342
ENSG00000277234.1,5,4,3,1,2,6
ENSG00000238142.4,38,9,37,9,45,64
ENSG00000235241.1,2,1,1,3,5,4
ENSG00000207005.1,10,7,7,2,4,30
ENSG00000272426.1,21,18,21,5,34,36
ENSG00000290122.1,3,3,3,4,5,4
ENSG00000117122.14,81,67,71,70,126,185
ENSG00000286898.1,26,16,14,12,30,43
ENSG00000226526.1,18,17,11,10,34,34
ENSG00000159363.19,273,222,203,174,327,478
ENSG00000288636.1,0,0,0,0,0,0
ENSG00000117118.11,800,693,891,119,346,328
ENSG00000117115.13,1595,1670,2984,1046,2457,2685
ENSG00000204362.6,124,96,102,62,143,206
ENSG00000282843.1,13,6,9,2,16,15
ENSG00000142623.11,197,190,196,108,283,390
ENSG00000142619.4,185,164,180,94,237,339
ENSG00000266634.1,11,6,13,7,17,18
ENSG00000159339.13,209,165,159,83,249,329
ENSG00000276747.1,187,138,142,82,204,305
ENSG00000227751.1,0,0,0,0,0,0
ENSG00000179051.14,252,192,239,112,286,421
ENSG00000290096.1,6,8,6,5,11,21
ENSG00000074964.17,642,646,730,302,596,988
ENSG00000236648.2,50,42,40,18,60,80
ENSG00000117148.8,64,70,58,27,97,115
ENSG00000284653.1,51,40,49,25,88,103
ENSG00000261781.1,47,50,63,31,88,114
ENSG00000117154.12,132,110,109,57,163,258
ENSG00000280222.1,198,151,173,83,248,364
ENSG00000230035.2,25,14,46,13,39,58
ENSG00000225387.1,22,18,15,8,38,50
ENSG00000179023.9,195,143,125,70,242,306
ENSG00000235282.3,14,22,16,5,17,32
ENSG00000225478.2,5,2,2,6,8,11
ENSG00000009709.12,253,213,241,118,379,436
ENSG00000179002.6,115,103,108,56,151,220
ENSG00000159423.17,536,432,418,202,397,645
ENSG00000265606.1,0,0,0,0,0,0
ENSG00000221662.1,14,13,17,1,14,26
ENSG00000169991.11,291,255,295,117,341,482
ENSG00000272084.1,123,108,88,56,163,200
ENSG00000127481.15,3695,2827,3829,1124,3222,3343
ENSG00000230424.3,26,25,24,5,32,63
ENSG00000127463.16,524,369,492,172,484,688
ENSG00000053372.5,171,111,116,59,166,213
ENSG00000286064.1,41,28,25,19,33,72
ENSG00000211454.16,67,66,83,38,99,130
ENSG00000162482.5,94,79,64,35,147,147
ENSG00000270728.1,30,24,29,7,32,47
ENSG00000053371.13,177,165,201,61,151,244
ENSG00000200403.1,16,12,16,4,14,33
ENSG00000040487.13,141,144,174,60,174,302
ENSG00000077549.19,1009,797,1016,293,781,917
ENSG00000240490.3,20,18,20,14,31,48
ENSG00000173436.15,149,83,128,37,102,118
ENSG00000201609.1,5,7,3,1,18,4
ENSG00000235185.1,19,13,12,6,10,21
ENSG00000158747.15,137,137,126,61,147,249
ENSG00000270136.6,6,9,16,7,21,38
ENSG00000226396.1,18,23,22,9,22,35
ENSG00000158748.4,163,151,152,81,196,226
ENSG00000162542.14,191,167,199,78,244,361
ENSG00000178828.7,34,24,29,13,53,68
ENSG00000235434.1,7,1,5,5,3,11
ENSG00000169914.6,261,202,251,82,235,298
ENSG00000188784.4,36,41,61,26,64,96
ENSG00000242688.3,26,9,15,3,21,15
ENSG00000188257.12,91,53,68,43,92,126
ENSG00000127472.11,56,69,54,26,114,117
ENSG00000117215.15,111,86,93,43,146,191
ENSG00000158786.5,166,139,118,75,189,270
ENSG00000227066.2,66,39,46,18,79,100
ENSG00000187980.7,137,97,105,60,185,235
ENSG00000162543.6,112,107,116,49,144,211
ENSG00000228105.2,31,16,22,12,31,39
ENSG00000284710.1,63,30,63,13,65,75
ENSG00000158816.16,424,359,410,233,548,756
ENSG00000226664.1,8,6,14,9,9,29
ENSG00000236963.9,165,154,171,83,239,338
ENSG00000226487.1,12,14,9,5,30,31
ENSG00000284641.1,14,14,26,10,22,43
ENSG00000284743.1,7,8,20,13,21,24
ENSG00000162545.6,82,53,39,27,96,107
ENSG00000289402.2,32,38,42,16,61,79
ENSG00000090432.7,256,179,271,61,150,238
ENSG00000215520.3,21,18,25,7,25,36
ENSG00000183114.8,113,81,84,34,140,158
ENSG00000158825.6,43,60,41,30,74,93
ENSG00000158828.8,450,450,509,86,208,264
ENSG00000284005.1,0,0,0,0,0,0
ENSG00000117242.7,88,86,91,23,103,137
ENSG00000244038.11,251,223,232,80,251,319
ENSG00000117245.13,255,257,261,129,351,466
ENSG00000235432.1,49,34,31,15,46,39
ENSG00000189410.12,219,173,201,133,296,462
ENSG00000233069.1,22,17,13,5,16,32
ENSG00000127483.19,935,621,853,184,669,663
ENSG00000075151.24,1023,726,882,229,792,765
ENSG00000251914.1,0,1,2,0,0,0
ENSG00000221808.1,7,5,17,2,12,15
ENSG00000233072.1,16,12,19,3,12,14
ENSG00000236073.2,9,4,2,2,8,16
ENSG00000235112.1,28,28,27,8,34,31
ENSG00000287192.1,21,20,15,8,19,34
ENSG00000117298.16,551,407,440,221,478,656
ENSG00000236936.1,32,33,27,15,38,64
ENSG00000231105.2,96,71,82,30,110,174
ENSG00000236216.5,14,13,16,10,13,38
ENSG00000228823.1,34,21,24,13,38,51
ENSG00000236009.1,24,19,22,13,38,54
ENSG00000227001.3,31,28,36,16,51,76
ENSG00000187952.9,43,42,31,18,43,59
ENSG00000186543.7,85,51,67,36,102,140
ENSG00000142794.19,116,144,115,58,134,216
ENSG00000176378.8,10,6,5,3,4,7
ENSG00000162551.14,183,163,139,68,195,284
ENSG00000289715.1,13,13,8,8,19,14
ENSG00000233431.1,32,40,29,23,42,69
ENSG00000076864.21,343,322,293,188,448,723
ENSG00000090686.16,635,478,593,155,487,567
ENSG00000231978.2,16,13,10,8,22,17
ENSG00000187942.12,97,94,102,49,128,195
ENSG00000142798.20,2190,1696,2861,1260,2507,3259
ENSG00000232037.3,12,5,22,9,10,36
ENSG00000283234.1,51,35,50,29,61,95
ENSG00000219073.8,34,40,28,16,26,74
ENSG00000285959.1,5,3,6,4,10,10
ENSG00000273610.1,5,1,2,0,3,1
ENSG00000201919.1,6,5,1,0,2,3
ENSG00000142789.20,28,22,20,16,22,48
ENSG00000278124.1,4,1,2,1,5,3
ENSG00000201273.1,1,0,0,0,3,1
ENSG00000228397.3,22,24,14,6,20,38
ENSG00000218510.9,22,26,28,10,36,49
ENSG00000289694.1,0,0,0,0,0,0
ENSG00000285752.1,18,26,42,18,47,52
ENSG00000285794.1,0,0,0,0,0,0
ENSG00000070831.18,527,352,533,180,604,700
ENSG00000230068.2,25,26,19,9,28,32
ENSG00000271428.1,16,14,12,4,15,27
ENSG00000162552.15,178,145,138,76,209,290
ENSG00000285873.1,35,37,51,40,62,80
ENSG00000266564.1,10,6,5,4,16,17
ENSG00000234397.3,9,12,12,4,17,25
ENSG00000279625.1,50,36,39,22,78,93
ENSG00000184677.18,514,397,475,209,523,680
ENSG00000237200.1,16,4,19,4,17,21
ENSG00000070886.12,267,326,253,173,465,556
ENSG00000276835.2,13,11,8,3,13,19
ENSG00000173372.18,92,61,96,43,125,110
ENSG00000289692.1,0,0,1,0,0,0
ENSG00000159189.13,102,54,88,33,92,121
ENSG00000173369.18,123,83,97,64,160,184
ENSG00000133216.17,479,391,450,207,622,856
ENSG00000265422.1,16,7,11,5,21,19
ENSG00000225952.1,29,14,28,7,44,55
ENSG00000264014.1,0,3,0,2,4,2
ENSG00000215906.9,161,85,99,65,157,207
ENSG00000227868.7,26,34,37,13,52,62
ENSG00000004487.18,475,319,445,113,364,464
ENSG00000240553.1,20,16,10,5,16,16
ENSG00000263793.1,1,2,0,1,4,6
ENSG00000266802.1,4,0,7,0,2,0
ENSG00000169641.15,308,225,358,125,381,412
ENSG00000229010.1,36,46,22,22,39,64
ENSG00000206935.1,9,1,5,2,9,13
ENSG00000252578.1,1,2,2,7,7,10
ENSG00000289014.1,33,22,31,24,34,49
ENSG00000179546.5,78,59,66,43,87,121
ENSG00000215381.3,10,14,14,7,19,44
ENSG00000261326.4,98,84,121,25,135,142
ENSG00000284726.1,28,10,22,7,20,38
ENSG00000125944.21,700,455,666,164,632,705
ENSG00000125945.15,182,180,193,52,237,253
ENSG00000249087.9,73,64,54,29,99,119
ENSG00000201405.1,0,0,0,0,0,0
ENSG00000271420.1,50,43,52,13,56,57
ENSG00000204219.11,1755,1575,2154,396,1293,1106
ENSG00000232482.2,33,19,42,6,29,41
ENSG00000088280.20,533,377,432,157,404,605
ENSG00000007968.7,163,190,177,88,181,331
ENSG00000235052.1,25,26,19,4,38,45
ENSG00000117318.9,62,49,81,29,78,106
ENSG00000285802.1,38,30,47,17,45,60
ENSG00000197880.10,89,53,62,19,95,119
ENSG00000229239.2,71,53,58,31,94,115
ENSG00000142676.14,882,659,682,106,1046,417
ENSG00000236810.8,68,51,53,19,75,102
ENSG00000011007.13,608,293,483,98,406,380
ENSG00000057757.10,273,201,212,66,137,224
ENSG00000289835.1,14,19,6,10,14,25
ENSG00000011009.11,112,132,101,72,152,199
ENSG00000117308.15,134,165,129,59,208,264
ENSG00000117305.15,193,234,222,74,171,223
ENSG00000179163.12,138,131,122,30,154,221
ENSG00000188822.8,114,137,124,49,175,203
ENSG00000229106.1,51,30,23,16,68,64
ENSG00000232557.3,18,11,15,2,11,19
ENSG00000264926.1,4,6,4,3,5,5
ENSG00000230228.2,14,0,9,5,17,11
ENSG00000189266.13,365,252,422,93,261,331
ENSG00000188529.15,425,294,472,112,359,546
ENSG00000215905.4,11,9,14,3,17,18
ENSG00000225315.2,38,14,32,10,33,52
ENSG00000142661.19,8900,3523,2587,766,2297,4025
ENSG00000230703.1,83,39,41,18,52,92
ENSG00000142677.4,127,115,106,48,162,235
ENSG00000185436.12,223,164,174,79,245,344
ENSG00000158055.17,210,202,206,132,347,450
ENSG00000230023.2,61,54,65,23,99,113
ENSG00000232298.2,47,41,36,27,62,83
ENSG00000001460.18,104,104,96,34,103,200
ENSG00000001461.17,312,248,267,96,271,401
ENSG00000288982.1,5,4,5,0,6,11
ENSG00000286061.1,16,12,11,3,15,27
ENSG00000117602.13,106,84,110,34,128,176
ENSG00000264443.1,16,10,15,16,27,36
ENSG00000184454.7,92,84,100,39,118,169
ENSG00000227312.2,9,15,12,4,8,9
ENSG00000239106.1,9,13,6,3,14,9
ENSG00000133226.19,579,405,504,116,475,488
ENSG00000284699.1,29,20,24,20,37,61
ENSG00000169504.15,408,325,520,132,528,432
ENSG00000238482.1,1,1,9,0,5,9
ENSG00000020633.19,135,165,159,78,226,297
ENSG00000278034.1,4,3,3,4,4,5
ENSG00000229162.1,44,43,59,25,51,109
ENSG00000261025.1,68,43,70,34,106,105
ENSG00000264371.1,17,9,16,3,21,37
ENSG00000285823.1,46,39,31,21,53,68
ENSG00000233755.1,33,33,37,15,47,63
ENSG00000233419.3,28,17,19,18,35,34
ENSG00000231953.2,12,16,13,7,18,29
ENSG00000117614.10,258,210,207,38,198,171
ENSG00000284602.1,64,45,44,19,62,57
ENSG00000284657.1,58,40,30,21,47,68
ENSG00000117616.18,398,264,354,95,249,295
ENSG00000272432.1,30,14,11,7,23,33
ENSG00000261349.1,19,3,0,1,11,29
ENSG00000187010.21,135,131,0,3,151,206
ENSG00000224183.1,17,15,1,1,22,26
ENSG00000259984.1,17,14,21,8,22,38
ENSG00000183726.11,175,118,136,38,151,154
ENSG00000188672.19,83,77,71,47,131,178
ENSG00000238084.4,7,8,18,7,17,29
ENSG00000204178.11,451,322,446,98,300,327
ENSG00000157978.12,181,176,233,120,202,310
ENSG00000225643.1,29,24,24,15,37,52
ENSG00000117643.15,323,315,321,133,344,477
ENSG00000233478.1,83,51,60,31,126,132
ENSG00000162430.18,309,232,250,105,324,403
ENSG00000255054.3,0,0,0,0,0,0
ENSG00000228172.5,82,60,64,29,86,101
ENSG00000117640.18,295,279,279,88,262,309
ENSG00000272478.1,0,0,0,0,0,0
ENSG00000127423.11,56,45,49,12,72,96
ENSG00000236528.3,15,7,7,5,15,15
ENSG00000182749.6,85,81,58,43,108,148
ENSG00000207302.1,6,4,3,4,6,7
ENSG00000117632.23,115,125,124,54,172,235
ENSG00000229786.1,10,10,3,0,8,19
ENSG00000223624.1,13,7,11,3,8,11
ENSG00000283938.1,0,0,0,0,0,0
ENSG00000158006.14,220,161,185,70,182,297
ENSG00000207237.1,5,2,6,0,10,7
ENSG00000252190.1,3,1,5,1,8,4
ENSG00000252691.1,6,2,1,0,10,3
ENSG00000158008.10,263,257,256,130,342,459
ENSG00000158014.15,168,140,152,85,236,282
ENSG00000284309.1,48,49,39,13,52,67
ENSG00000158022.7,1170,943,1229,408,489,533
ENSG00000175087.10,183,162,181,79,149,247
ENSG00000197245.6,114,75,99,34,104,176
ENSG00000282872.2,73,56,49,31,79,113
ENSG00000236782.8,68,42,59,22,76,146
ENSG00000142684.9,0,0,0,0,0,0
ENSG00000142675.18,359,272,323,144,371,500
ENSG00000188782.9,130,110,107,75,151,252
ENSG00000236155.8,122,87,136,57,169,204
ENSG00000278572.1,55,26,27,15,40,60
ENSG00000130695.16,1057,679,1175,189,563,689
ENSG00000270733.1,23,27,38,9,27,30
ENSG00000142669.15,60,47,84,19,72,72
ENSG00000158062.21,331,203,269,115,314,444
ENSG00000169442.9,24,9,20,8,21,33
ENSG00000176092.17,348,303,322,170,422,629
ENSG00000225854.2,17,3,11,4,21,15
ENSG00000176083.18,137,102,103,56,150,281
ENSG00000131914.11,104,63,89,39,144,167
ENSG00000117682.18,301,218,222,80,242,340
ENSG00000223583.1,21,15,18,8,34,36
ENSG00000225891.2,49,46,78,25,94,99
ENSG00000198830.12,464,328,332,82,278,372
ENSG00000224129.1,23,18,22,5,15,50
ENSG00000117676.14,346,296,274,133,411,562
ENSG00000238705.1,7,6,3,7,2,9
ENSG00000243905.3,14,6,13,2,13,5
ENSG00000252802.1,2,3,6,2,5,4
ENSG00000252429.2,6,4,2,0,6,10
ENSG00000289452.1,13,14,12,8,18,22
ENSG00000229247.2,1,4,1,2,9,4
ENSG00000238316.1,2,5,5,0,4,5
ENSG00000235069.2,5,3,1,2,7,7
ENSG00000260063.1,17,34,21,13,27,51
ENSG00000290006.1,0,0,0,0,0,0
ENSG00000117713.21,750,507,655,202,654,850
ENSG00000060642.12,184,174,168,75,295,299
ENSG00000241188.3,20,17,12,3,20,16
ENSG00000287810.1,3,3,2,0,1,1
ENSG00000204160.12,237,236,215,99,309,418
ENSG00000175793.12,55,60,63,31,70,103
ENSG00000142751.15,183,134,160,78,176,257
ENSG00000226698.1,0,0,0,0,0,0
ENSG00000289554.1,16,13,14,2,20,17
ENSG00000198746.13,161,133,141,73,162,178
ENSG00000090273.14,615,355,334,94,350,335
ENSG00000131910.5,45,38,46,18,69,83
ENSG00000175707.10,82,73,80,22,111,163
ENSG00000172746.6,25,15,19,6,19,28
ENSG00000224064.1,6,10,5,5,11,18
ENSG00000225294.1,7,3,3,1,10,12
ENSG00000253368.4,62,71,47,12,87,83
ENSG00000158246.8,84,68,106,45,114,163
ENSG00000090020.11,251,266,251,121,378,533
ENSG00000229985.2,21,28,34,7,51,42
ENSG00000214973.3,21,21,26,7,30,31
ENSG00000225159.1,10,11,14,6,17,37
ENSG00000225990.2,10,3,9,0,12,11
ENSG00000224311.1,17,16,15,13,19,24
ENSG00000142784.16,793,584,749,188,487,644
ENSG00000252098.1,10,9,6,1,8,15
ENSG00000243659.1,26,16,20,4,12,17
ENSG00000186501.15,182,139,154,64,199,306
ENSG00000206888.1,10,5,1,1,17,8
ENSG00000241547.1,27,21,3,15,21,37
ENSG00000142765.18,224,201,171,109,255,403
ENSG00000142733.18,386,347,329,193,491,767
ENSG00000142748.14,95,98,75,52,128,191
ENSG00000174950.11,75,68,58,36,128,155
ENSG00000231207.1,24,14,36,10,28,28
ENSG00000181773.7,94,80,69,52,92,129
ENSG00000158195.11,424,302,457,168,381,523
ENSG00000241169.1,8,7,5,2,11,3
ENSG00000237429.1,18,22,19,4,22,34
ENSG00000126705.15,513,475,587,264,544,939
ENSG00000000938.13,200,172,199,81,236,346
ENSG00000235912.1,16,10,11,5,18,19
ENSG00000233975.2,37,48,22,16,58,82
ENSG00000126709.16,55,41,54,37,65,116
ENSG00000225886.3,16,15,21,3,20,39
ENSG00000206767.1,4,2,2,1,4,7
ENSG00000226662.2,21,40,21,12,32,61
ENSG00000207095.1,5,1,1,2,2,5
ENSG00000287244.1,30,35,31,19,37,73
ENSG00000009780.16,191,184,223,42,154,194
ENSG00000231344.1,14,12,8,1,22,20
ENSG00000230833.1,20,9,26,3,15,41
ENSG00000117758.14,170,110,140,70,156,172
ENSG00000269971.1,9,7,10,1,7,17
ENSG00000270031.1,6,5,4,3,5,14
ENSG00000223062.1,1,0,3,0,5,0
ENSG00000286433.1,24,16,20,8,19,28
ENSG00000117751.18,167,137,149,52,152,174
ENSG00000252947.1,27,17,24,6,35,31
ENSG00000130775.16,133,110,154,51,201,245
ENSG00000117748.10,242,227,273,83,244,270
ENSG00000130768.15,97,73,97,35,132,189
ENSG00000227050.1,5,15,5,1,11,19
ENSG00000158156.9,113,94,122,41,144,187
ENSG00000158161.16,320,229,298,90,317,411
ENSG00000238231.2,12,15,9,5,14,8
ENSG00000240750.3,9,1,5,5,2,9
ENSG00000228589.3,91,46,91,8,39,51
ENSG00000228943.1,17,14,8,11,13,10
ENSG00000289576.2,28,19,32,7,28,29
ENSG00000214812.3,23,31,22,7,29,40
ENSG00000253005.1,2,4,1,2,1,3
ENSG00000169403.12,110,100,91,41,160,200
ENSG00000126698.11,200,154,164,49,182,173
ENSG00000290123.1,7,12,7,3,11,15
ENSG00000130770.18,227,254,271,56,176,173
ENSG00000270605.1,60,31,45,16,34,40
ENSG00000271398.1,22,12,7,1,25,12
ENSG00000130766.5,210,156,172,80,212,324
ENSG00000130772.14,100,60,75,26,70,89
ENSG00000204138.13,388,253,308,126,341,345
ENSG00000206779.1,14,3,7,3,12,15
ENSG00000229820.2,13,13,16,0,18,12
ENSG00000221216.1,7,1,4,2,11,5
ENSG00000180198.17,161,142,154,84,189,258
ENSG00000242125.3,72,47,58,34,86,100
ENSG00000274266.1,16,22,28,11,16,35
ENSG00000200087.1,17,8,12,6,44,20
ENSG00000231468.2,46,32,50,10,41,53
ENSG00000279443.1,48,45,28,8,42,50
ENSG00000180098.9,170,111,120,64,144,175
ENSG00000197989.15,84,70,74,26,123,138
ENSG00000221539.1,1,0,2,2,5,4
ENSG00000278274.1,7,19,9,4,7,18
ENSG00000273544.1,2,0,2,1,2,3
ENSG00000280498.1,0,0,0,0,0,0
ENSG00000274582.1,0,0,0,0,0,0
ENSG00000120656.14,227,170,196,64,268,284
ENSG00000188060.8,106,64,69,29,118,153
ENSG00000229388.1,28,19,26,16,39,33
ENSG00000270103.3,0,0,0,0,0,0
ENSG00000274978.1,0,0,1,0,0,0
ENSG00000162419.13,208,136,217,62,203,262
ENSG00000252777.1,2,1,2,0,6,6
ENSG00000289291.1,21,27,18,5,35,51
ENSG00000198492.16,261,207,270,73,172,232
ENSG00000116329.12,287,211,246,126,345,407
ENSG00000233427.1,26,30,29,14,50,53
ENSG00000199756.1,3,2,0,1,5,3
ENSG00000159023.23,532,361,482,146,457,559
ENSG00000225616.2,5,8,18,1,16,16
ENSG00000206704.1,2,5,3,0,3,4
ENSG00000277958.1,3,2,3,0,9,5
ENSG00000253304.2,106,86,62,34,108,147
ENSG00000225750.1,20,11,14,3,11,17
ENSG00000116350.18,497,316,424,98,333,325
ENSG00000277916.1,18,14,18,8,21,27
ENSG00000116353.16,289,207,276,92,238,263
ENSG00000237934.1,33,16,27,7,27,47
ENSG00000060656.20,693,548,538,227,543,856
ENSG00000230523.1,62,67,83,34,104,127
ENSG00000225011.4,19,12,18,21,26,42
ENSG00000228176.1,31,26,13,9,17,47
ENSG00000284676.1,87,63,84,35,116,141
ENSG00000270927.1,21,7,24,3,14,33
ENSG00000233399.2,67,54,58,31,79,129
ENSG00000233372.1,29,24,31,14,26,55
ENSG00000231251.1,6,17,11,3,12,16
ENSG00000236335.1,28,28,32,23,33,74
ENSG00000231949.1,30,32,41,12,46,84
ENSG00000289710.1,9,10,3,9,15,20
ENSG00000162510.6,141,113,112,68,205,239
ENSG00000186056.11,106,105,99,46,124,185
ENSG00000287510.1,27,20,17,5,27,36
ENSG00000162511.8,92,91,102,58,126,191
ENSG00000264773.1,6,4,5,2,9,14
ENSG00000229607.1,24,27,21,8,29,39
ENSG00000223382.6,46,44,38,10,57,90
ENSG00000222784.1,44,29,37,7,40,47
ENSG00000235143.1,54,43,54,26,55,90
ENSG00000162512.16,281,246,286,133,384,456
ENSG00000266210.2,4,6,1,0,5,2
ENSG00000134644.16,859,567,768,203,632,765
ENSG00000237329.2,15,21,19,2,26,33
ENSG00000232768.1,8,1,6,8,11,13
ENSG00000215900.4,18,11,15,3,26,35
ENSG00000225142.2,6,3,13,10,3,15
ENSG00000084628.10,153,155,152,61,194,229
ENSG00000060688.13,163,125,160,41,137,195
ENSG00000229447.2,16,9,10,8,14,24
ENSG00000121766.16,116,132,124,39,147,193
ENSG00000229044.1,7,10,5,2,8,16
ENSG00000121769.8,1413,2309,1349,157,435,359
ENSG00000168528.12,236,249,265,99,280,498
ENSG00000215899.3,20,32,27,21,44,52
ENSG00000206981.1,7,4,4,2,10,3
ENSG00000260386.6,163,98,97,76,161,239
ENSG00000265961.1,7,9,13,10,17,30
ENSG00000284543.1,254,213,218,89,295,382
ENSG00000229167.2,42,36,51,22,68,97
ENSG00000142910.16,249,199,167,96,226,300
ENSG00000121764.12,157,150,102,79,194,268
ENSG00000162517.13,112,100,124,52,128,171
ENSG00000235790.7,76,50,84,35,84,153
ENSG00000264078.1,20,14,18,7,24,33
ENSG00000084636.18,692,679,706,379,905,1357
ENSG00000121753.13,388,404,357,204,616,906
ENSG00000266580.1,8,4,5,2,9,8
ENSG00000254545.1,14,29,19,14,32,37
ENSG00000134668.13,236,221,193,99,288,477
ENSG00000203620.2,72,63,64,15,85,111
ENSG00000269967.1,13,5,7,3,11,6
ENSG00000184007.22,857,623,1257,199,659,649
ENSG00000288678.2,0,0,0,0,0,0
ENSG00000228634.1,45,27,37,3,37,37
ENSG00000284702.1,42,36,41,16,46,53
ENSG00000121774.18,401,256,375,75,310,355
ENSG00000203325.3,31,20,30,6,41,64
ENSG00000121775.18,144,121,114,58,180,223
ENSG00000266203.1,4,7,8,1,4,3
ENSG00000276493.1,0,0,0,0,0,0
ENSG00000025800.14,850,592,945,241,637,731
ENSG00000250135.1,1,0,0,0,0,0
ENSG00000084652.16,358,303,368,116,446,525
ENSG00000160050.16,133,174,307,39,77,147
ENSG00000224066.1,19,24,10,10,34,42
ENSG00000160051.12,86,50,63,30,93,127
ENSG00000222046.3,91,124,91,62,134,216
ENSG00000160055.20,25,35,37,30,68,64
ENSG00000084623.12,451,394,468,126,318,435
ENSG00000291132.1,27,44,39,15,50,76
ENSG00000220785.10,0,0,0,0,0,0
ENSG00000290045.1,16,13,14,5,14,31
ENSG00000183615.6,43,48,42,19,43,90
ENSG00000182866.18,155,141,161,88,173,337
ENSG00000277617.1,1,0,0,0,0,0
ENSG00000252450.1,6,8,3,1,2,16
ENSG00000116478.12,178,158,185,65,209,268
ENSG00000175130.7,44,56,44,22,64,70
ENSG00000233775.1,37,31,22,20,34,55
ENSG00000162526.7,47,43,43,25,64,89
ENSG00000225828.2,71,50,51,16,88,79
ENSG00000160058.19,420,285,445,121,388,510
ENSG00000224333.1,28,17,35,10,51,46
ENSG00000270850.1,13,12,22,6,18,26
ENSG00000229259.1,65,63,50,31,120,149
ENSG00000263529.2,11,7,10,3,9,17
ENSG00000254553.1,13,12,15,2,13,12
ENSG00000273274.2,146,140,135,40,209,219
ENSG00000160062.15,68,60,87,22,101,110
ENSG00000176261.16,151,83,120,30,91,115
ENSG00000200591.1,6,5,6,1,7,9
ENSG00000162521.19,464,367,511,119,396,466
ENSG00000162520.15,814,349,611,87,323,354
ENSG00000224409.1,29,24,23,8,19,41
ENSG00000162522.11,287,255,260,134,303,490
ENSG00000134684.13,286,225,291,101,253,394
ENSG00000116497.18,172,147,175,61,195,214
ENSG00000160097.21,959,869,1203,114,444,424
ENSG00000121905.10,42,52,36,23,76,102
ENSG00000121900.19,90,93,85,33,99,142
ENSG00000287691.1,35,33,22,14,38,57
ENSG00000116514.17,214,129,207,52,205,214
ENSG00000278966.2,20,21,22,4,17,12
ENSG00000217644.5,23,24,25,16,31,39
ENSG00000239670.1,41,36,28,11,38,24
ENSG00000236065.2,39,18,28,15,33,55
ENSG00000004455.18,941,478,692,171,606,679
ENSG00000276645.1,18,11,12,4,5,26
ENSG00000142920.18,191,174,165,98,264,359
ENSG00000278997.1,49,18,23,25,42,64
ENSG00000116525.14,184,147,154,74,209,301
ENSG00000279179.1,105,104,110,52,160,166
ENSG00000284721.1,22,18,19,4,36,27
ENSG00000160094.15,217,189,242,108,244,292
ENSG00000270115.1,30,27,19,9,26,41
ENSG00000184389.9,56,44,47,26,45,93
ENSG00000225313.5,55,57,62,24,53,98
ENSG00000134686.21,420,282,370,165,414,558
ENSG00000284154.1,4,2,3,4,1,5
ENSG00000222112.1,14,6,9,7,12,13
ENSG00000233246.1,50,25,29,14,58,84
ENSG00000234512.1,76,59,83,24,87,140
ENSG00000121903.15,358,255,291,123,378,492
ENSG00000235907.2,21,6,8,6,24,21
ENSG00000121904.19,825,698,726,365,1033,1510
ENSG00000227000.2,33,25,29,14,47,47
ENSG00000176256.11,53,62,48,30,69,96
ENSG00000231163.6,77,61,99,54,132,154
ENSG00000201148.1,9,17,8,7,13,25
ENSG00000142698.15,136,120,137,61,183,273
ENSG00000270241.1,12,10,15,3,16,15
ENSG00000287703.1,57,39,36,13,62,62
ENSG00000207941.1,9,6,12,4,14,9
ENSG00000163866.9,279,223,299,94,264,378
ENSG00000189280.3,48,56,52,19,70,109
ENSG00000189433.7,50,51,41,34,73,80
ENSG00000255811.1,16,10,12,9,26,33
ENSG00000188910.8,92,85,95,36,124,197
ENSG00000187513.9,86,97,82,45,93,170
ENSG00000230163.1,0,0,0,0,0,0
ENSG00000116544.12,303,212,195,93,271,382
ENSG00000284773.1,31,39,26,13,34,69
ENSG00000241014.2,15,9,15,11,12,28
ENSG00000243749.2,6,0,4,0,2,9
ENSG00000271741.1,0,0,0,0,0,0
ENSG00000163867.17,71,63,84,27,77,100
ENSG00000197056.11,117,112,150,29,160,208
ENSG00000233940.1,13,8,18,11,19,23
ENSG00000228348.1,14,13,8,1,18,23
ENSG00000284640.1,46,31,41,18,79,69
ENSG00000116560.12,1113,547,951,218,780,878
ENSG00000201868.1,20,14,8,1,16,10
ENSG00000146463.12,500,431,605,142,525,578
ENSG00000240374.3,17,14,12,3,15,14
ENSG00000201542.1,3,0,6,1,12,9
ENSG00000229994.1,39,41,29,2,30,46
ENSG00000227409.1,1,1,6,2,3,4
ENSG00000142687.19,588,400,569,176,496,559
ENSG00000278702.1,0,0,0,0,0,1
ENSG00000236274.1,28,20,29,8,28,33
ENSG00000020129.16,163,171,176,85,214,349
ENSG00000239636.3,46,37,42,14,66,79
ENSG00000116819.9,135,87,92,63,145,212
ENSG00000126067.12,268,205,288,68,275,242
ENSG00000142686.8,233,129,186,60,172,241
ENSG00000092853.14,227,168,216,71,252,322
ENSG00000232335.1,7,7,7,2,6,11
ENSG00000134698.11,495,333,440,130,391,483
ENSG00000092847.14,593,505,603,196,729,869
ENSG00000271164.1,9,14,4,2,16,18
